video,prompt
1hq0_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1huf_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1huf_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1huf_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1hye_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1hye_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1hye_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1i2t_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1i2t_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1i2t_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1i4m_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1i4m_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1i4m_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ifg_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ifg_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ifg_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ig3_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ig3_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ig3_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ijt_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ijt_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ijt_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ijx_C_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ijx_C_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ijx_C_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ikp_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ikp_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ikp_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ikt_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ikt_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ikt_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1im5_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1im5_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1io1_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1io1_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1io1_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iom_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iom_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iom_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iqq_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iqq_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iqq_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iuq_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iuq_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1iuq_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ix9_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ix9_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ix9_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j09_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j09_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j09_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j2l_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j2l_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j2l_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j5u_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j5u_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j5u_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j8e_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j8e_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j8e_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j8r_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j8r_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1j8r_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jhs_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jhs_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jhs_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jmx_G_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jmx_G_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jmx_G_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jnr_C_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jnr_C_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jnr_C_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jo0_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jo0_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jo0_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jq5_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jq5_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jq5_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1juv_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1juv_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1juv_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jwq_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jwq_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jwq_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_B_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_B_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_B_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_E_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_E_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_E_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_F_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_F_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1jyo_F_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k30_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k30_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k30_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k5n_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k5n_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k5n_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k8k_E_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k8k_E_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1k8k_E_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ka1_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ka1_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1ka1_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kgq_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kgq_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kgq_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1knt_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1knt_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1knt_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1koe_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1koe_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1koe_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kop_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kop_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kop_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kp3_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kp3_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kp3_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kpt_A_R1.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kpt_A_R2.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
1kpt_A_R3.mp4,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns."
